symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,sniper,knn_score,swing_trend,mae_r,size_mult,signal_bar
AAVEUSDT,1155,1166,1659961800,1659972600,LONG,SL,106.08,107.44491801,110.62972671,103.80513665,-1.2264472940759221,-1.319710038846943,0.09326274477102091,14,2.11,63.77,0.24720893141945857,0.008693136475728983,1.6372073695972162,base,adaptive disabled,1.25,88.3,90,89,90,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 2.1x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.65,bull,1.3847,1.0,1155
AAVEUSDT,1156,1166,1659962700,1659972600,LONG,SL,106.08,107.45413815,110.66046052,103.78976974,-1.21821811925583,-1.3108550927975209,0.0926369735416909,13,3.18,64.24,0.2920065252854815,0.007515384428705771,1.4153974007409624,base,adaptive disabled,1.25,83.5,90,95,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 3.2x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.6,bull,1.3754,1.0,1156
XLMUSDT,1174,1198,1659978900,1660001400,LONG,SL,0.13544,0.13828424,0.1449208,0.1306996,-1.0990633701797288,-1.156206227322586,0.05714285714285708,13,2.1,69.65,0.3588427438170784,0.02368924930315577,4.775604605409491,base,adaptive disabled,1.0,80.5,90,80,70,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 2.1x | FVG | ChoCH | BullWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0,0,0,0.55,range,1.1117,1.0,1171
SOLUSDT,1225,1242,1660024800,1660041000,LONG,SL,42.27,42.84945622,44.20152074,41.30423963,-1.2218351846431568,-1.3093724274480147,0.08753724280485804,16,2.42,51.41,0.25925925925925924,0.0052562747902448895,0.9724108361975731,base,adaptive disabled,1.15,88.7,90,91,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.4x | FVG | BullWick | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | NestedOB_1h+2 | QualityRisk:1.15,0,1,0.6,bear,1.2736,1.0,1225
SOLUSDT,1300,1346,1660092300,1660134600,SHORT,SL,39.62,38.79242255,36.86140851,40.99929574,-1.3920147393480653,-1.4494643476532427,0.05744960830517739,14,6.72,32.74,0.18215613382899573,0.012690181761233772,2.3280715267484853,base,adaptive disabled,1.25,78.7,90,71,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 6.7x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,1,0.575,bull,1.653,1.0,1300
AVAXUSDT,1334,1347,1660122900,1660135500,LONG,TP2,28.16,28.75136,30.1312,27.1744,1.9999999999999964,1.9428571428571395,0.05714285714285705,13,3.41,68.21,0.29310344827586193,0.012505764150323303,1.7189172824681969,base,adaptive disabled,1.0,86.0,80,95,90,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 3.4x | FVG | ChoCH | Session:LONDON | Zone:FVG | MTF 13,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:LONDON,0,0,0.525,bull,0.2232,1.0,1334
AAVEUSDT,1345,1346,1660132800,1660134600,LONG,TP2,98.66,99.98977973,103.09259911,96.44370044,1.9999999954879775,1.9109687094825782,0.08903128600539918,14,1.94,67.4,0.4099616858237561,0.007124761536000493,1.26820755340939,base,adaptive disabled,1.15,81.0,80,100,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | Session:OVERLAP | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | QualityRisk:1.15,0,0,0.525,bull,0.0812,1.0,1345
ETHUSDT,1383,1399,1660167000,1660182300,LONG,TRAIL,1848.17,1884.42956901,1969.03523003,1787.73738499,0.7587354815231894,0.6975708273147234,0.0611646542084659,15,2.37,63.42,0.18056918547595593,0.018165924100860355,2.7061480220761025,base,adaptive disabled,1.15,78.7,90,71,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 2.4x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.525,bull,0.0432,1.0,1383
AVAXUSDT,1399,1410,1660181400,1660192200,LONG,TRAIL,29.21,29.71001696,30.8767232,28.3766384,0.730573522999881,0.6604719008469044,0.07010162215297658,16,3.0,60.93,0.2786885245901649,0.009230812536156019,1.215949760448754,base,adaptive disabled,1.0,89.1,90,93,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 3.0x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 16,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.525,range,0.372,1.0,1397
BTCUSDT,1399,1424,1660181400,1660204800,LONG,TRAIL,24282.9,24726.46777366,25761.45924553,23543.62037723,0.2844066201553115,0.21871320929403393,0.06569341086127754,14,1.9,66.79,0.3322165097336976,0.008696173799398374,1.9532387300768248,base,adaptive disabled,1.0,82.3,90,89,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.475,bull,0.1443,1.0,1399
AAVEUSDT,1400,1405,1660182300,1660187700,LONG,TRAIL,111.6,113.29967163,117.26557211,108.76721395,0.688495588034422,0.609703898136062,0.07879168989836006,15,3.06,64.2,0.24528301886792514,0.011860508111841655,1.2963183073934452,base,adaptive disabled,1.15,82.3,90,89,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 3.1x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.5,range,0.113,1.0,1398
AVAXUSDT,1400,1420,1660182300,1660201200,LONG,TRAIL,29.21,29.99,30.61082758,28.50958621,1.0964651490075101,1.0130573109065502,0.08340783810095999,15,2.17,58.94,0.1634980988593162,0.010436970113392922,1.374833608578055,base,adaptive disabled,1.15,86.3,90,79,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.575,range,0.4426,1.0,1400
BTCUSDT,1401,1424,1660183200,1660204800,LONG,TRAIL,24282.9,24702.78150411,25682.5050137,23583.09749315,0.29999874622123357,0.23059945209951402,0.06939929412171955,14,2.21,70.75,0.3189182819772605,0.009737742934398557,2.187184511458945,base,adaptive disabled,1.0,88.1,90,88,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.5,bull,0.1525,1.0,1400
ETHUSDT,1401,1414,1660183200,1660195800,LONG,TRAIL,1864.0,1897.67129782,1976.23765942,1807.88117029,0.7533221689236586,0.6868917030842098,0.06643046583944881,15,1.71,66.33,0.31701015072285355,0.009938366823066688,1.4644119806309908,base,adaptive disabled,1.0,84.1,90,98,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.7x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.525,bull,0.0,1.0,1399
SOLUSDT,1401,1407,1660183200,1660189500,LONG,TRAIL,42.61,43.22248058,44.65160192,41.58919904,1.2661233703014492,1.1826399064927946,0.08348346380865453,14,1.59,58.97,0.20606060606060658,0.012021188981952641,1.8044663318309628,base,adaptive disabled,1.15,82.3,90,74,80,80,OFF_HOURS,bullish,bullish,OB,BOS bullish | Vol 1.6x | FVG | OB | ChoCH | StrongTrend1h | Zone:OB | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.475,bull,0.1763,1.0,1401
AVAXUSDT,1410,1444,1660191300,1660222800,LONG,TRAIL,29.57,30.13174105,31.44247016,28.63376492,0.40394581877053626,0.3407779229467651,0.06316789582377114,14,1.65,61.38,0.24381625441696048,0.008661920162647867,1.1591224072237118,base,adaptive disabled,1.15,82.3,90,89,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.6,range,0.2777,1.0,1410
AVAXUSDT,1411,1444,1660192200,1660222800,LONG,TRAIL,29.57,30.12975955,31.43586515,28.63706742,0.4055527477037398,0.34216124303573897,0.06339150466800082,14,1.76,60.34,0.22261484098940032,0.006967549878973423,0.9384022859758195,base,adaptive disabled,1.15,75.7,90,86,50,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.55,range,0.2787,1.0,1411
XRPUSDT,1445,1488,1660222800,1660262400,LONG,SL,0.38207,0.3852878,0.39279599,0.376707,-1.1597986201752741,-1.3022823046802152,0.1424836845049411,15,2.79,63.27,0.20282542885973823,0.007231736810130819,1.9111371137628215,base,adaptive disabled,1.0,79.3,90,74,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 2.8x | FVG | ChoCH | BullWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0,0,0,0.5,range,1.1952,1.0,1443
LINKUSDT,1472,1528,1660247100,1660298400,LONG,TRAIL,9.085,9.275785,9.72095,8.767025,0.6579749777623338,0.6008321206194768,0.05714285714285705,15,1.52,64.24,0.31305449936628726,0.009780499696323974,1.4101272062325632,base,adaptive disabled,1.15,83.9,90,97,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.575,range,0.9089,1.0,1471
LINKUSDT,1523,1528,1660293000,1660298400,LONG,TRAIL,9.107,9.28858075,9.71226916,8.80436542,0.6206107409107213,0.5604259464301963,0.0601847944805251,14,2.25,64.15,0.17314487632508835,0.007376987643984232,1.017116357940383,base,adaptive disabled,1.25,70.0,60,80,70,80,LONDON,neutral,bullish,FVG,BOS bullish | Vol 2.2x | FVG | ChoCH | Engulfing | BullWick | Session:LONDON | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.55,range,0.043,1.0,1523
LINKUSDT,1527,1540,1660296600,1660309200,LONG,TRAIL,9.238,9.431998,9.88466,8.91467,0.6230929250522064,0.5659500679093493,0.05714285714285708,14,2.88,71.19,0.3370944992947793,0.010927309869522414,1.5061195249560737,base,adaptive disabled,1.15,84.5,90,100,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 2.9x | FVG | ChoCH | Engulfing | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.575,range,0.9186,1.0,1527
LINKUSDT,1528,1540,1660297500,1660309200,LONG,TRAIL,9.238,9.431998,9.88466,8.91467,0.62316701223941,0.5660241550965529,0.05714285714285708,15,1.76,66.38,0.3258741258741234,0.009035083540209743,1.2453125144252801,base,adaptive disabled,1.15,84.3,90,99,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | Engulfing | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.575,range,0.9186,1.0,1528
LINKUSDT,1540,1731,1660308300,1660481100,LONG,EXPIRED,9.338,9.534098,9.99166,9.01117,0.0,-0.05714285714285726,0.05714285714285726,13,1.5,70.43,0.3519668737060036,0.017237533873204453,2.4345323231502918,base,adaptive disabled,1.0,76.5,90,90,50,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | BullWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0,0,0,0.675,bull,1.129,1.0,1540
AAVEUSDT,1553,1583,1660320000,1660347900,LONG,TRAIL,111.09,113.42289,118.8663,107.20185,0.5959675534707607,0.5388246963279038,0.057142857142856995,13,1.73,62.61,0.4468085106382965,0.007957297273893242,1.1567397405533095,base,adaptive disabled,1.15,78.5,90,100,50,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 1.7x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | QualityRisk:1.15,0,1,0.625,bear,0.0849,1.0,1552
ADAUSDT,1582,1609,1660346100,1660371300,LONG,TRAIL,0.54012,0.54764806,0.56521352,0.52757324,1.8840451229514825,1.7979479950873964,0.0860971278640861,14,1.85,67.39,0.4306444728979927,0.004571585256475973,1.1713224747930158,base,adaptive disabled,1.15,78.5,90,100,50,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15,0,0,0.5,bull,0.161,1.0,1582
XLMUSDT,1582,1597,1660346100,1660360500,LONG,TRAIL,0.12618,0.12753191,0.13068636,0.12392682,0.6621046470887988,0.5501029428308164,0.11200170425798237,13,2.06,70.67,0.4971751412429272,0.0037014056955173807,1.2772934164562937,base,adaptive disabled,1.0,84.5,90,100,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 2.1x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0,0,0,0.625,bull,0.1687,1.0,1582
XLMUSDT,1583,1597,1660347000,1660360500,LONG,TRAIL,0.12618,0.1274302,0.13034734,0.12409633,0.7159562671855747,0.594843039083235,0.1211132281023397,14,1.85,67.86,0.3355932203389853,0.0037508052297854245,1.2785177187989367,base,adaptive disabled,1.0,78.5,90,100,50,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0,0,0,0.55,bull,0.1824,1.0,1583
ADAUSDT,1584,1608,1660347900,1660370400,LONG,TP2,0.54012,0.54610406,0.56006686,0.53014657,1.999999999999989,1.891688215588809,0.10831178441117986,13,1.55,64.89,0.2756964457252603,0.004183158290820416,1.083191929392768,base,adaptive disabled,1.15,77.1,90,93,50,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15,0,0,0.7,bull,0.2025,1.0,1584
XRPUSDT,1584,1610,1660347900,1660372200,LONG,TRAIL,0.3787,0.38339724,0.39435746,0.37087127,1.151599740365799,1.0548535248238144,0.09674621554198438,13,2.17,71.4,0.49381017881705974,0.003848926573942847,1.2710654247638853,base,adaptive disabled,1.0,81.0,80,100,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 2.2x | FVG | ChoCH | Zone:FVG | MTF 13,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE,0,0,0.4,bull,0.0792,1.0,1582
DOTUSDT,1604,1611,1660365900,1660373100,LONG,TRAIL,9.512,9.62734196,9.89647319,9.31976341,0.5170096405570285,0.4180482513646797,0.09896138919234874,14,2.04,63.6,0.23620309050772692,0.006068565223162302,1.1563044176335067,base,adaptive disabled,1.15,91.1,90,88,100,80,OFF_HOURS,bullish,bullish,OB,BOS bullish | Vol 2.0x | OB | ChoCH | StrongTrend1h | Zone:OB | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.525,bull,0.0,1.0,1601
DOTUSDT,1610,1661,1660371300,1660418100,LONG,SL,9.586,9.71630576,10.02035252,9.36882374,-1.063652168980161,-1.1519306944506704,0.08827852547050935,14,2.27,67.64,0.3009708737864085,0.007078063777921004,1.3261460294454166,base,adaptive disabled,1.0,83.7,90,96,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.3x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.55,bull,1.1097,1.0,1610
LINKUSDT,1610,1619,1660371300,1660380300,LONG,SL,9.363,9.4781565,9.74685498,9.17107251,-1.0629014113611315,-1.1604695085628407,0.09756809720170913,14,4.17,59.86,0.21739130434782503,0.010944035720531113,1.8223773766972378,base,adaptive disabled,1.15,85.7,90,76,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 4.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.575,range,1.1411,1.0,1610
SOLUSDT,1610,1639,1660371300,1660398300,LONG,SL,47.55,48.20333966,49.72779886,46.46110057,-1.0652958097333183,-1.1526316989623173,0.08733588922899903,13,1.87,66.17,0.21276595744680488,0.011074604650510488,1.3092951348093758,base,adaptive disabled,1.15,75.5,90,85,50,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.525,bull,1.249,1.0,1610
XRPUSDT,1611,1678,1660372200,1660433400,LONG,SL,0.38395,0.38811312,0.39782705,0.37701147,-1.0103004526895492,-1.120972309696725,0.11067185700717591,14,2.04,68.67,0.2996721311475414,0.007329175343024019,2.0270480825397903,base,adaptive disabled,1.15,87.5,90,85,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.0x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.425,range,1.1559,1.0,1611
XLMUSDT,1612,1633,1660373100,1660392900,LONG,SL,0.12801,0.12902523,0.13139409,0.12631795,-1.0106084335569379,-1.1619160190301803,0.1513075854732425,14,1.83,59.5,0.18181818181817896,0.004480942731705586,1.8144927147067353,base,adaptive disabled,1.25,78.7,90,71,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.575,bull,1.1406,1.0,1612
XRPUSDT,1685,1693,1660438800,1660446900,LONG,TRAIL,0.37976,0.38284589,0.39004629,0.37461685,1.8226850622847395,1.675009027170072,0.1476760351146675,16,1.76,60.41,0.25455871626549914,0.003759899110630505,1.3444476983757196,base,adaptive disabled,1.0,72.0,60,90,70,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 1.8x | FVG | LiqSweep | MACD_Div | ChoCH | Engulfing | Zone:FVG | MTF 16,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | MACD_Div+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS,0,1,0.6,bear,0.3791,1.0,1685
XRPUSDT,1694,1720,1660446900,1660471200,LONG,TRAIL,0.38423,0.39030184,0.40446947,0.37411027,0.6679045121846319,0.5919677035938888,0.07593680859074309,14,3.49,62.64,0.23229813664596285,0.00853446445090581,2.727442715573959,base,adaptive disabled,1.0,85.9,90,77,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 3.5x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.45,range,0.1966,1.0,1694
XRPUSDT,1695,1720,1660447800,1660471200,LONG,TRAIL,0.38423,0.39031042,0.40449808,0.37409596,0.666890804782431,0.5910612244768472,0.07582958030558387,14,2.16,61.1,0.25305263157894514,0.008871467559494766,2.7479911715891285,base,adaptive disabled,1.0,80.5,90,80,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.2x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.4,range,0.1964,1.0,1695
