symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,sniper,knn_score,swing_trend,mae_r,size_mult,signal_bar
BILLUSDT,4645,4717,1782234000,1782299700,SHORT,SL,0.05083,0.04976257,0.0472719,0.05260905,-1.1523003850369615,-1.2094432421798187,0.05714285714285723,13,2.13,30.63,0.4576923076923087,0.01680884246197082,1.7531622721453237,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.1x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,1,0.65,bull,1.3209,1.0,4645
HYPEUSDT,14462,14512,1782270900,1782316800,SHORT,TRAIL,61.2,59.9148,56.916,63.342,0.6650497386053416,0.6079068814624843,0.05714285714285726,13,1.87,37.43,0.2098765432098761,0.013089998453290575,1.660826946617128,base,adaptive disabled,1.25,81.5,90,85,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.9x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.525,range,0.9897,1.0,14462
ZECUSDT,14462,14513,1782270900,1782317700,SHORT,TRAIL,411.79,403.19304286,383.1334762,426.1182619,0.8630905123934427,0.8056111052086814,0.05747940718476131,14,3.6,37.3,0.2652908067542219,0.009394086263551525,1.3123225373975826,base,adaptive disabled,1.15,82.7,90,91,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 3.6x | FVG | MACD_Div | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,1,0.65,bull,0.7998,1.0,14462
LINKUSDT,14502,14512,1782306900,1782316800,SHORT,TRAIL,7.54,7.42410566,7.15368552,7.73315724,0.9222648765962047,0.8441937672761501,0.07807110932005461,15,18.56,36.46,0.22651933701657356,0.007920677158537068,2.233337600323499,base,adaptive disabled,1.25,79.9,90,77,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 18.6x | FVG | MACD_Div | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | TrendPairRisk:1.15 | RelStrengthRisk:1.25,0,0,0.5,range,0.2019,1.0,14502
XLMUSDT,14502,14512,1782306900,1782316800,SHORT,TRAIL,0.18908,0.18578338,0.17809125,0.19457437,0.7765733481644926,0.7077465308951788,0.06882681726931388,14,3.03,33.53,0.24116424116424454,0.009767754443522106,2.2091213119993256,base,adaptive disabled,1.15,80.1,90,78,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 3.0x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | TrendPairRisk:1.15,0,0,0.6,range,0.1802,1.0,14502
SEIUSDT,14581,14586,1782378000,1782383400,LONG,TRAIL,0.05841,0.05963661,0.0624987,0.05636565,0.6097182314038816,0.5525753742610242,0.05714285714285733,14,1.79,68.31,0.392405063291141,0.010827914463100753,1.6505253427072475,base,adaptive disabled,1.0,84.5,90,100,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | Engulfing | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0,0,0,0.6,range,0.1957,1.0,14581
DOTUSDT,14647,14650,1782437400,1782441000,SHORT,TRAIL,0.8268,0.8094372,0.768924,0.855738,0.6992258746388383,0.6420830174959813,0.057142857142857106,14,2.22,28.88,0.31261425959780453,0.00938114975816925,1.480310687013739,base,adaptive disabled,1.15,83.9,90,97,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.2x | FVG | ChoCH | BearWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.6,bear,0.0207,1.0,14647
ADAUSDT,14650,14668,1782440100,1782457200,SHORT,SL,0.1405,0.137605,0.13085002,0.14532499,-1.3057021879838164,-1.3639406506542058,0.058238462670389284,17,7.58,37.31,0.19626168224299206,0.012622922441964198,1.9944217472328638,base,adaptive disabled,1.15,85.1,90,73,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 7.6x | FVG | MACD_Div | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.525,range,1.3679,1.0,14650
BILLUSDT,4874,4902,1782440100,1782466200,SHORT,SL,0.04061,0.03975719,0.0377673,0.04203135,-1.1890104478136947,-1.2461533049565519,0.05714285714285707,14,2.02,32.29,0.35849056603773616,0.016599157712599788,1.7067339126542684,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.0x | FVG | ChoCH | BearWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.625,bear,1.2945,1.0,4874
BTCUSDT,14650,14792,1782440100,1782568800,SHORT,SL,58863.7,57835.4146818,55436.08227268,60577.50886366,-1.0414230185438498,-1.1101164431703172,0.06869342462646741,14,6.69,35.56,0.24465926721565776,0.008700139963496006,2.022893035670224,base,adaptive disabled,1.15,80.3,90,79,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 6.7x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.65,range,1.1064,1.0,14650
ETHUSDT,14650,14792,1782440100,1782568800,SHORT,SL,1537.66,1505.36914,1430.0238,1591.4781,-1.078075963291161,-1.1352188204340181,0.05714285714285719,16,5.51,35.54,0.262738448495124,0.01427276284232737,2.3832177062707878,base,adaptive disabled,1.15,86.7,90,81,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 5.5x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.6,bear,1.1193,1.0,14650
TAOUSDT,14650,14667,1782440100,1782456300,SHORT,SL,208.3,204.00843547,193.9947849,215.45260755,-1.0765304745400144,-1.1347749674872054,0.058244492947191,16,5.28,37.47,0.22857142857143026,0.01204416459046726,1.6990301515627175,base,adaptive disabled,1.15,87.9,90,87,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 5.3x | FVG | MACD_Div | ChoCH | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.475,range,1.1884,1.0,14650
XRPUSDT,14650,14744,1782440100,1782525600,SHORT,SL,1.0213,1.00151886,0.95536288,1.05426856,-1.013086407170955,-1.0750424040358473,0.06195599686489225,16,5.94,33.07,0.23327895595432385,0.009549506919324333,1.7726272220700907,base,adaptive disabled,1.15,81.9,90,87,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 5.9x | FVG | MACD_Div | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,1,0.5,bull,1.0343,1.0,14650
BILLUSDT,4876,4902,1782441900,1782466200,SHORT,SL,0.04061,0.03975719,0.0377673,0.04203135,-1.1890104478136947,-1.2461533049565519,0.05714285714285707,14,2.33,32.73,0.3715710723192022,0.014611618456866723,1.5023741066192697,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.3x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.475,bear,1.2945,1.0,4876
BTCUSDT,14652,14792,1782441900,1782568800,SHORT,SL,58863.7,57834.4336331,55432.81211034,60579.14394483,-1.0404303826884138,-1.1090583319459844,0.06862794925757047,14,2.36,34.56,0.36020962242707344,0.00961636631557652,2.235927298854242,base,adaptive disabled,1.15,82.5,90,90,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.4x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.55,range,1.1054,1.0,14651
XLMUSDT,14653,14718,1782442800,1782502200,SHORT,SL,0.1735,0.1698565,0.161355,0.1795725,-1.0819267188143287,-1.1390695759571858,0.05714285714285706,14,4.42,29.37,0.24525043177892744,0.010101448467983214,1.6667389981525533,base,adaptive disabled,1.15,82.3,90,89,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 4.4x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.6,range,1.1923,1.0,14650
ETHUSDT,14654,14792,1782443700,1782568800,SHORT,SL,1537.66,1505.36914,1430.0238,1591.4781,-1.078075963291161,-1.1352188204340181,0.05714285714285719,14,1.96,30.78,0.47475088667454723,0.009763805259465897,1.6303272065820014,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.0x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.525,bear,1.1193,1.0,14652
XLMUSDT,14694,14876,1782479700,1782644400,SHORT,TRAIL,0.17431,0.17068236,0.16221786,0.18035607,0.5527055484764413,0.49504495241982943,0.05766059605661184,18,3.3,33.21,0.6038095238095245,0.0124851486745313,2.3190499572571155,base,adaptive disabled,1.15,88.5,90,90,90,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 3.3x | FVG | LiqSweep | ChoCH | Engulfing | BearWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 18 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | TrendPairRisk:1.15,0,1,0.525,bull,1.0635,1.0,14692
BTCUSDT,14695,14886,1782480600,1782653400,SHORT,EXPIRED,59542.6,58712.32450302,56775.01501005,60926.39249497,0.0,-0.0860571223162917,0.0860571223162917,17,2.47,37.09,0.5105543957318542,0.010423934837370549,2.4486340490648417,base,adaptive disabled,1.15,82.5,90,90,70,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 2.5x | FVG | ChoCH | BearWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | NestedOB_1h+2 | TrendPairRisk:1.15,0,0,0.425,range,0.9995,1.0,14692
AAVEUSDT,14747,14751,1782527400,1782531900,LONG,SL,96.39,98.41419,103.1373,93.01635,-1.1204481792717098,-1.177591036414567,0.05714285714285718,14,1.87,62.42,0.26704545454545475,0.017076972954302112,1.166220138398704,base,adaptive disabled,1.25,82.9,90,92,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.325,range,1.1738,1.0,14747
BILLUSDT,4976,4999,1782531900,1782553500,SHORT,TRAIL,0.04083,0.03997257,0.0379719,0.04225905,0.7145953039530317,0.6574524468101747,0.0571428571428571,14,2.38,36.48,0.3587786259541967,0.008203022986612029,0.8883010439983914,base,adaptive disabled,1.25,90.5,90,100,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.4x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.4,bear,0.119,1.0,4976
SUIUSDT,14761,14813,1782540000,1782587700,LONG,SL,0.7101,0.72007965,0.74336551,0.69346725,-1.022079932662965,-1.1074656926846091,0.08538576002164418,15,2.18,60.24,0.34883720930232376,0.00799686016372264,1.8600696743484464,base,adaptive disabled,1.15,88.5,90,90,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.475,bull,1.0281,1.0,14761
SUIUSDT,14764,14813,1782542700,1782587700,LONG,SL,0.7101,0.7190046,0.73978199,0.695259,-1.1454753722794901,-1.2411697324978044,0.09569436021831416,14,1.5,66.99,0.4193548387096776,0.006221133385121276,1.4470356255865788,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.475,bull,1.1522,1.0,14763
HYPEUSDT,14774,14833,1782551700,1782605700,SHORT,TRAIL,62.965,61.642735,58.55745,65.168775,0.6145311324032435,0.5573882752603863,0.05714285714285733,15,1.87,33.32,0.4296010296010298,0.006742571591288104,1.2577640087605795,base,adaptive disabled,1.15,72.2,55,100,70,80,LONDON,bearish,neutral,FVG,BOS bearish | Vol 1.9x | FVG | ChoCH | Engulfing | BearWick | Session:LONDON | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:LONDON | QualityRisk:1.15,0,0,0.4,bear,0.8027,1.0,14774
TAOUSDT,14854,14903,1782623700,1782668700,SHORT,TRAIL,207.8,205.83542459,201.25141529,211.07429235,0.751699945898603,0.6247717563617095,0.12692818953689353,15,3.02,33.86,0.4210526315789468,0.004174873201116173,1.0927730603927035,base,adaptive disabled,1.25,90.5,90,100,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 3.0x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.45,bear,0.8551,1.0,14854
BTCUSDT,14856,14901,1782625500,1782666900,SHORT,TRAIL,59998.7,59566.70936,58558.7312,60718.6844,0.6601509650377524,0.493484298371086,0.16666666666666638,15,2.22,36.96,0.19655227968422842,0.0035318758186456355,2.0287742381534346,base,adaptive disabled,1.15,85.1,90,73,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,1,0.575,bull,0.724,1.0,14855
ETHUSDT,14858,14925,1782627300,1782688500,SHORT,TRAIL,1566.15,1554.87372,1528.5624,1584.9438,0.6244579092515775,0.4577912425849101,0.1666666666666674,14,1.52,37.23,0.2410158121705771,0.0031234456065422148,1.2972820347088996,base,adaptive disabled,1.15,82.1,90,88,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.5x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.45,range,1.194,1.0,14858
LINKUSDT,14858,14868,1782627300,1782637200,SHORT,SL,7.24,7.18431355,7.05437849,7.33281075,-1.002039095686653,-1.1580555054236716,0.15601640973701872,14,2.19,35.05,0.23886639676113353,0.003824872595900683,1.6336705834834253,base,adaptive disabled,1.15,82.1,90,88,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.2x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.425,range,1.2499,1.0,14858
SUIUSDT,14858,14881,1782627300,1782648900,SHORT,SL,0.6796,0.67441484,0.66231615,0.68824193,-1.0877199884747901,-1.2449996702125496,0.1572796817377596,14,2.87,39.15,0.18297872340425175,0.004909093426566588,1.2489097315553532,base,adaptive disabled,1.25,86.7,90,81,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.9x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.55,range,1.1571,1.0,14858
ADAUSDT,14860,14921,1782629100,1782684900,SHORT,TRAIL,0.1443,0.1419,0.141,0.14629613,1.187394325870247,1.042814564031087,0.14457976183915988,13,3.21,29.86,0.30909090909091164,0.00510716833635868,1.484143119567265,base,adaptive disabled,1.15,89.9,90,97,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 3.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.475,range,1.1021,1.0,14857
SUIUSDT,14860,14925,1782629100,1782688500,SHORT,TRAIL,0.682,0.6722,0.668,0.690184,1.2053129204170818,1.0386462537504144,0.16666666666666732,14,2.11,34.68,0.21929824561403274,0.004806551812191368,1.2672658722068921,base,adaptive disabled,1.25,87.7,90,86,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.1x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.6,range,1.1608,1.0,14857
SUIUSDT,14900,14913,1782665100,1782677700,SHORT,TRAIL,0.6833,0.6764817,0.66057235,0.69466383,0.41727205394388683,0.2970133031529999,0.12025875079088692,18,2.28,37.77,0.24827586206896476,0.005372801615111886,1.2683517193940896,base,adaptive disabled,1.25,88.3,90,89,90,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 2.3x | FVG | LiqSweep | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 18 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | NestedOB_1h+2 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.55,range,0.1496,1.0,14899
TAOUSDT,14903,14913,1782667800,1782677700,SHORT,TRAIL,206.7,204.6036633,199.71221101,210.19389449,0.7585533229093209,0.6402326348681661,0.11832068804115482,15,1.65,34.56,0.2952380952380958,0.005487965416657278,1.2665004633780645,base,adaptive disabled,1.15,83.5,90,95,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.6x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.6,range,0.1145,1.0,14902
ZECUSDT,14912,14921,1782675900,1782684900,SHORT,TRAIL,381.38,373.61511885,355.49706284,394.32146858,0.5844334067830679,0.5254941917098431,0.05893921507322475,15,2.69,29.7,0.37593283582089565,0.010960201604030115,1.583053895113844,base,adaptive disabled,1.15,90.5,90,100,90,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 2.7x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | TrendPairRisk:1.15,0,0,0.525,bear,0.3106,1.0,14912
BTCUSDT,14925,14941,1782687600,1782702900,SHORT,SL,59414.3,58468.0,58300.0,60127.2716,-1.0320186666621765,-1.1986853333288439,0.16666666666666735,14,1.54,38.77,0.200394456843306,0.0061968353167834835,2.4597062941695005,base,adaptive disabled,1.25,82.3,90,74,80,80,DEAD_ZONE,bearish,bearish,OB,BOS bearish | Vol 1.5x | OB | ChoCH | Engulfing | StrongTrend1h | Zone:OB | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | OB+1 | ChoCH+1 | Engulfing+1 | Zone:OB+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.35,bear,1.1159,1.0,14925
AVAXUSDT,14929,14942,1782691200,1782703800,LONG,TRAIL,6.439,6.55817556,6.83625188,6.24037406,1.044267948985325,0.9794325100693406,0.06483543891598438,14,1.53,59.03,0.19789842381786393,0.00946115739757889,1.7076037508986206,base,adaptive disabled,1.15,71.6,80,83,50,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | BullWick | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | QualityRisk:1.15,0,1,0.4,bear,0.4179,1.0,14929
AVAXUSDT,14978,14998,1782735300,1782754200,LONG,TRAIL,6.648,6.77176624,7.06055414,6.44172293,0.8163105405994135,0.7518535459368463,0.06445699466256731,13,1.56,61.42,0.24361948955916263,0.013197102836308905,2.027443286929675,base,adaptive disabled,1.0,80.3,90,79,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0,0,1,0.4,bear,0.9987,1.0,14978
